seed,mode,severity,variant,f1,precision,recall,density_err,orbit_violations,rot_sym_error
7,jitter,0.15,unc_proj,0.4948314171040011,0.4706092969260378,0.5611339550942618,0.09660161396574439,0.0,0.021980768856829903
7,jitter,0.15,unc_free,0.48906816685931875,0.4794957645225348,0.5365678093381057,0.0943939393939394,11.033333333333333,0.027402919007459867
7,jitter,0.15,template,0.5223761563419534,0.4161402360330265,0.757087359025958,0.25870416117698725,0.0,0.025997042206061406
7,dropout,0.0,constrained,0.4966139660823082,0.47509357932241,0.5574887069975775,0.0975485836627141,0.0,0.024033431790234008
7,dropout,0.0,unc_proj,0.501205487208237,0.476694490056559,0.5676773175008439,0.09641222002635046,0.0,0.021140869157926363
7,dropout,0.0,unc_free,0.49218076373251135,0.4814245686209029,0.54163473881807,0.0943939393939394,5.316666666666666,0.025920969943554927
7,dropout,0.0,template,0.5303650440804832,0.4182984018115167,0.7822504461785816,0.27988334431269213,0.0,0.02655492536061364
7,dropout,0.1,constrained,0.4965880078299072,0.47493193817277873,0.5580891924430695,0.09735918972332015,0.0,0.024830328171135178
7,dropout,0.1,unc_proj,0.4973673764598384,0.47380473637669135,0.5630152724125685,0.09773797760210803,0.0,0.023237231955275574
7,dropout,0.1,unc_free,0.4523296972500045,0.4438109739031726,0.4966670278344766,0.0943939393939394,27.416666666666668,0.03617447588925159
7,dropout,0.1,template,0.5303650440804832,0.4182984018115167,0.7822504461785816,0.27988334431269213,0.0,0.02655492536061364
7,dropout,0.2,constrained,0.4986516616071744,0.4763941880786117,0.5620475331285449,0.09716979578392622,0.0,0.02524150116356137
7,dropout,0.2,unc_proj,0.5018940775779555,0.47749747707991236,0.5685161369189401,0.09735918972332015,0.0,0.023913826081510266
7,dropout,0.2,unc_free,0.4226515457783211,0.41555469514553417,0.46377263686202197,0.0943939393939394,34.8,0.04304662494306032
7,dropout,0.2,template,0.5303650440804832,0.4182984018115167,0.7822504461785816,0.27988334431269213,0.0,0.02655492536061364
7,dropout,0.3,constrained,0.5018820586944082,0.47827596184546617,0.5666784126635724,0.09754858366271409,0.0,0.025689927514193616
7,dropout,0.3,unc_proj,0.4923625313205481,0.4669454583024348,0.559722761762353,0.0984955533596838,0.0,0.02422205940331321
7,dropout,0.3,unc_free,0.3908393206726435,0.3858067188869363,0.42618397098036215,0.0943939393939394,38.78333333333333,0.04799554048998424
7,dropout,0.3,template,0.5303650440804832,0.4182984018115167,0.7822504461785816,0.27988334431269213,0.0,0.02655492536061364
7,sector,0.0,constrained,0.4966139660823082,0.47509357932241,0.5574887069975775,0.0975485836627141,0.0,0.02403343179269783
7,sector,0.0,unc_proj,0.501205487208237,0.476694490056559,0.5676773175008439,0.09641222002635046,0.0,0.021140869146839193
7,sector,0.0,unc_free,0.49218076373251135,0.4814245686209029,0.54163473881807,0.0943939393939394,5.316666666666666,0.02592096993953891
7,sector,0.0,template,0.5303650440804832,0.4182984018115167,0.7822504461785816,0.27988334431269213,0.0,0.02655492536061364
7,sector,0.02,constrained,0.49651033913930304,0.4748665781276669,0.5574887069975775,0.09735918972332015,0.0,0.024321300914324512
7,sector,0.02,unc_proj,0.501205487208237,0.476694490056559,0.5676773175008439,0.09641222002635046,0.0,0.021140868636665703
7,sector,0.02,unc_free,0.49192318311821565,0.4813035232945452,0.5412058580182116,0.0943939393939394,5.4,0.026011407685301705
7,sector,0.02,template,0.5301711941862846,0.41796797274691044,0.7822504461785816,0.279866875274484,0.0,0.02637858042072667
7,sector,0.05,constrained,0.495348332411757,0.4741684001109404,0.5554833594039945,0.0975485836627141,0.0,0.024002413416593576
7,sector,0.05,unc_proj,0.5012071651028149,0.4764420270023718,0.5680133390062204,0.0966016139657444,0.0,0.02114321877152272
7,sector,0.05,unc_free,0.49299662612840894,0.4823307493572801,0.5424068956321488,0.0943939393939394,5.516666666666667,0.026191352171388405
7,sector,0.05,template,0.5307976281035717,0.41870680517052544,0.7822504461785816,0.2787799187527448,0.0,0.026161419151765015
7,sector,0.1,constrained,0.4972906352659077,0.47606085456135866,0.5577043153282712,0.09735918972332015,0.0,0.024307193974150147
7,sector,0.1,unc_proj,0.49976131385497546,0.47527716486498817,0.5662044766284133,0.09641222002635046,0.0,0.02114952296942756
